Material No,Price,BQ No,Quantity
40ASZN901S,"20,058.00",31,22
40BSRC760S,"10,648.00",2,2
410SRY970S,"21,889.00",110,3
410SZN901S,"17,327.00",22,20
412STRA21S,"24,141.00",10,0
0SVE861ZAS,"10,079.00",7,5
450198920S,"17,819.00",8,4
450SAG900S,"21,054.00",9,9
450SCC900S,"17,721.00",19,11
450SRY901S,"22,767.00",46,10
450SST950S,"18,956.00",11,11
450STC900S,"28,217.00",271,193
450STP890S,"19,458.00",67,29
450STR901S,"10,766.00",121,39
450SVE901S,"17,711.00",48,0
452GBG850S,"24,377.00",48,48
452SCC710S,"15,799.00",60,40
452SCC830S,"25,859.00","1,680","1,620"
452SCC900S,"29,235.00",200,100
452SRY901S,"27,742.00",30,30
452SRY930S,"13,296.00",11,2
452STP890S,"29,275.00",10,6
452STRA21S,"21,909.00",10,0
452SVE861S,"15,481.00",84,5
452SVE930S,"27,642.00",2,0
452SWH960S,"10,398.00","1,080",960
453STR841S,"17,208.00",50,50
453STR901S,"28,152.00",30,13
455SST940S,"24,369.00",1,0
45ASCC690S,"21,322.00",130,130
45ASCC710S,"15,828.00",131,134
45ASCC730S,"25,069.00",562,562
45ASCC830S,"28,675.00","1,140","1,140"
45ASRY861S,"24,874.00",54,39
45ASRY930S,"20,293.00",136,17
45ASRY970S,"20,457.00",172,153
45ASTCA21S,"16,307.00",252,123
45ASTR841S,"22,640.00",258,0
45ASTRA21S,"14,072.00",503,210
ASVE861ZAS,"10,831.00",195,51
ASVE861ZBS,"15,160.00",73,2
ASVE861ZDS,"25,637.00",14,9
ASVE861ZES,"14,862.00",6,5
ASVE930ZAS,"20,959.00",187,31
ASVE930ZCS,"12,975.00",50,49
45ASVH760S,"19,395.00",12,0
45ASVH900S,"16,700.00",82,0
45ASVN900S,"23,342.00",560,233
45ASWA930S,"17,172.00",308,270
45ASWH961S,"26,196.00",567,538
45ASZJ901S,"11,331.00",18,4
45ASZN901S,"10,455.00",35,2
45BSRC760S,"21,313.00",2,2
460SRY970S,"12,628.00",154,0
460SZN901S,"24,080.00",22,20
0SVE861ZAS,"16,836.00",5,5
490SCC900S,"14,280.00",410,410
491SAF003S,"17,804.00","3,800","3,760"
491SRC900S,"10,531.00",418,129
491SST920S,"12,756.00",10,0
491MAZ003S,"23,369.00",215,80
505STRA21S,"25,446.00",50,50
600198740S,"22,128.00",12,8
600SCC871S,"25,393.00",9,9
600SCC900S,"23,167.00",37,27
600SFN850S,"25,030.00",40,40
600SRY901S,"19,680.00",20,7
600SST940S,"19,136.00",2,2
600STC900S,"18,129.00",161,131
600STR901S,"15,401.00",32,12
600STR940S,"23,095.00",202,2
603STR841S,"27,954.00",50,0
603SWA831S,"19,594.00",25,0
605SVN900S,"13,010.00",20,7
606SVN900S,"20,531.00",16,16
60ASCC690S,"25,871.00",31,30
60ASCC710S,"28,365.00",144,94
60ASCC730S,"28,948.00",391,355
60ASCC830S,"26,284.00",350,320
60ASRY861S,"13,149.00",14,1
60ASRY930S,"18,636.00",55,40
60ASTCA21S,"12,773.00",229,73
60ASTR841S,"27,129.00",48,4
60ASTR861S,"16,020.00",66,3
60ASTRA21S,"24,064.00",335,32
60ASTRA41S,"21,865.00",4,4
60ASVH760S,"25,090.00",10,3
60ASVN900S,"10,819.00",513,1
60ASWA831S,"11,952.00",149,71
60ASWA930S,"19,608.00",58,22
60ASWH961S,"21,333.00",154,100
60ASZJ901S,"18,480.00",60,16
60BSCC790S,"28,527.00",1,1
619459840S,"26,429.00",4,0
641198740S,"10,565.00",56,42
641198920S,"22,096.00",17,13
650198740S,"27,462.00",30,24
650SCC900S,"21,124.00",28,28
650SFN850S,"16,808.00",32,24
650SRY901S,"26,841.00",24,0
650STC900S,"20,971.00",179,81
650STN900S,"26,185.00",2,2
650STR901S,"22,550.00",51,10
650STR940S,"19,021.00",4,4
653STR841S,"23,248.00",35,0
65ASCC690S,"21,984.00",7,5
65ASCC710S,"13,251.00",139,114
65ASCC730S,"24,148.00",456,375
65ASCC830S,"20,451.00",460,460
65ASRY861S,"26,231.00",27,4
65ASRY930S,"22,264.00",99,44
65ASTCA21S,"24,945.00",327,0
65ASTR841S,"26,207.00",84,12
65ASTR861S,"18,159.00",88,1
65ASTRA21S,"16,738.00",314,28
65ASTRA41S,"20,143.00",13,13
65ASVH900S,"23,394.00",5,5
65ASVN900S,"18,515.00",490,137
65ASWA831S,"16,491.00",165,7
65ASWA930S,"10,508.00",43,33
65ASWH961S,"26,265.00",151,137
65ASZJ901S,"22,559.00",34,20
65BSRC900S,"22,186.00",1,1
700GBG850S,"14,752.00",14,10
700STP890S,"25,136.00",66,7
700SVE901S,"20,456.00",26,0
701GN5830S,"15,996.00",140,100
701SCC900S,"26,870.00",14,14
701SFN740S,"26,099.00",8,5
701SFN850S,"27,596.00",5,5
701SST930S,"28,156.00",42,22
701SST941S,"15,708.00",82,42
701STC900S,"22,050.00",146,0
701STN900S,"21,330.00",87,0
701STP890S,"10,361.00",117,6
701STR901S,"23,642.00",277,218
701SVN971S,"16,033.00",33,32
701SZJ901S,"19,379.00",11,6
702198900S,"23,380.00",28,23
02198D00AS,"27,991.00",4,4
702SCC690S,"28,261.00",544,528
702SCC830S,"12,004.00",107,107
702SCC870S,"17,715.00",72,61
702SST920S,"23,607.00",35,0
702STR901S,"19,674.00",755,513
702SWA830S,"19,210.00",649,506
703GN5830S,"29,582.00",42,12
703SRC890S,"21,258.00",2,1
703SST941S,"29,133.00",322,309
703STC900S,"18,813.00",391,0
703STCA21S,"27,413.00",164,7
703STP890S,"20,160.00",39,19
703SVH900S,"23,551.00",482,344
703SVN900S,"18,169.00",3,3
704SCC870S,"26,674.00",1,1
704SRC890S,"24,380.00",282,4
704SST930S,"28,569.00",10,0
704STP890S,"19,908.00",20,0
704SVN900S,"20,500.00",135,19
705STR901S,"29,919.00",2,2
70A198D00S,"21,361.00",1,1
70ASCC690S,"12,270.00",26,26
70ASCC860S,"11,221.00",26,26
70ASCC870S,"23,315.00",7,5
70ASFN960S,"29,327.00",1,0
70ASRC890S,"23,617.00",26,24
70ASRY930S,"25,598.00",36,0
70ASRY971S,"14,187.00",25,7
70ASST900S,"25,401.00",1,0
70ASTCA21S,"27,828.00",68,0
70ASVE861S,"10,871.00",65,52
70ASVH901S,"17,853.00",50,2
70ASVN901S,"26,141.00",12,1
70ASWA830S,"15,487.00",78,25
70ASZN901S,"15,646.00",4,3
70BSVE930S,"29,677.00",147,126
710SRY971S,"18,515.00",2,1
710STP890S,"15,855.00",4,0
710SVE861S,"21,526.00",52,3
710SVE901S,"22,327.00",1,0
710SVE930S,"28,780.00",6,6
710SZN901S,"20,246.00",3,1
713SRY901S,"16,153.00",2,2
713SRY930S,"23,467.00",33,12
720SVE900S,"16,749.00",86,16
72ASZJH00S,"14,270.00",2,2
72BSVE930S,"17,063.00",261,32
741GN2000S,"27,433.00",75,10
741SAS971S,"20,253.00",182,164
41SBA930AS,"10,095.00",82,62
41SCC860AS,"21,335.00",176,172
741SRY861S,"29,538.00",10,5
741SST920S,"26,069.00",63,61
741STC900S,"28,610.00",65,0
753STP890S,"18,034.00",77,1
941SZJ901S,"11,979.00",5,0
991SZJ901S,"17,777.00",25,0
33S110S,"12,336.00",49,39
33S111S,"14,935.00",315,315
33S112S,"22,216.00",90,70
33S122S,"25,645.00",50,50
33S130S,"24,120.00",96,96
33S131S,"13,245.00",564,512
33S132S,"14,108.00",263,244
33S141S,"27,684.00",13,10
33SRYGE1HH,"15,563.00",13,3
33SRYHE1HH,"28,324.00",1,1
33SRYJE1HH,"19,282.00",11,0
33SRYSE1HH,"16,926.00",8,3
3SSTGSE1HH,"17,012.00",22,22
3SSTSDE1HH,"22,224.00",45,32
3SSTSSE1HH,"27,563.00",5,5
33STCHE1HH,"15,305.00",30,0
33STCJE1HH,"18,657.00",855,657
33STNHE1HH,"10,833.00",18,5
33STPJE1HH,"29,028.00",72,57
33STRHE1HH,"10,952.00",59,36
33STRJE1HH,"20,990.00",42,42
33STRSE1HH,"28,919.00",82,0
3STRMCE1HH,"22,989.00",404,21
3STRMFE1HH,"13,634.00",5,5
33SVEFE1HH,"27,230.00",80,5
33SVEGE1HH,"24,107.00",19,19
33SVHGE1HH,"21,487.00",5,0
33SVHHE1HH,"12,841.00",6,6
33SVNFE1HH,"14,637.00",50,40
33SVNHE1HH,"14,278.00",15,5
33SWAHE1HH,"28,184.00",111,110
33SWAHE2HH,"10,136.00",5,0
33SWHFE1HH,"17,480.00",70,50
33SWHFE2HH,"20,523.00",70,70
33SZJAE1HH,"10,596.00",15,0
33SZNAE1HH,"23,792.00",9,4
351657921S,"24,216.00",10,0
901066000S,"21,938.00",60,60
901388611S,"11,402.00",530,70
901SB7000S,"29,772.00",140,140
901SSP910S,"16,701.00","1,710","1,260"
901MJ6732S,"10,074.00","3,940","3,920"
902259000S,"11,159.00",100,100
904SRY971S,"14,449.00",860,0
904SST920S,"27,367.00","1,240",800
904STE900S,"15,831.00",380,380
904STP900S,"27,124.00",120,0
904SVE900S,"11,255.00",400,400
905271000S,"13,478.00","13,960","11,880"
906447710S,"26,004.00","5,520","5,100"
906447711S,"14,866.00","8,080","8,000"
906GS8700S,"24,805.00","2,800","2,860"
906SST920S,"14,395.00","1,240",400
906SVN900S,"21,460.00",480,0
907SVN901S,"13,314.00",50,0
908634611S,"11,231.00",135,46
908GA7700S,"22,468.00","1,000",980
908STP890S,"10,069.00",60,0
908SVE900S,"25,847.00",40,20
908SVN900S,"17,629.00","2,664","2,392"
908MB9800S,"14,303.00",500,500
909GBG840S,"15,161.00",14,0
909SVE900S,"29,480.00",20,0
930SWA930S,"14,625.00","2,120",980
010198900S,"16,292.00",560,500
10198D00AS,"16,657.00",3,2
010AADH00S,"28,917.00",10,0
010AAEH00S,"21,576.00",10,0
010SCC690S,"16,750.00",478,445
010SCC710S,"21,047.00",149,149
010SCC830S,"18,675.00",970,820
10SCC870AS,"23,918.00","1,009",901
010SCC900S,"29,735.00","1,180","1,060"
10SCC940AS,"26,662.00",55,55
010SFN740S,"25,677.00",10,10
010SFN850S,"11,428.00",49,47
010SFV760S,"27,213.00",282,209
010SRC900S,"10,442.00",226,208
010SRY860S,"21,845.00",23,3
010SRY900S,"20,591.00",61,57
010SRY930S,"12,985.00",44,11
010SRY960S,"18,444.00",108,88
010SRY970S,"10,202.00",31,31
010SST860S,"20,186.00",51,51
010SST900S,"26,518.00",117,114
010SST920S,"16,111.00",44,42
010SST930S,"21,509.00",146,129
010SST940S,"12,207.00",47,35
010SST950S,"19,886.00",293,291
010SST970S,"14,196.00",22,22
010STC900S,"12,617.00","1,475","1,390"
010STCA20S,"15,823.00",299,219
010STN900S,"18,384.00",215,167
010STP900S,"23,026.00",423,395
010STR840S,"26,079.00",106,81
010STR860S,"29,117.00",593,297
010STR900S,"10,048.00","1,151",976
010STR940S,"20,717.00",54,42
010STRA20S,"23,606.00",260,206
010STRA40S,"27,009.00",34,27
010SVE860S,"18,737.00",142,109
010SVE900S,"27,917.00",143,134
010SVE930S,"25,486.00",315,298
010SVH850S,"16,209.00",35,31
010SVH900S,"20,674.00",45,44
010SVN901S,"24,111.00",389,240
010SWA930S,"25,087.00",322,318
010SWH960S,"28,657.00",89,81
010SZJ900S,"29,771.00",10,10
010SZN900S,"16,378.00",35,7
00198D00AS,"14,808.00",1,1
100AADH00S,"14,779.00",10,0
100AAEH00S,"25,696.00",10,0
100GBG850S,"10,374.00",119,119
100SCC690S,"26,758.00",379,369
00SCC900AS,"23,834.00","1,050",950
100SE6830S,"15,202.00",462,462
100SRC900S,"16,578.00",14,12
100SRY861S,"23,574.00",1,0
100SRY900S,"10,579.00",2,2
100SRY971S,"15,721.00",6,6
100SST920S,"28,655.00",68,61
100SST930S,"21,085.00",21,10
100SST940S,"28,487.00",40,40
100SST950S,"26,250.00",46,45
100STC900S,"21,893.00",482,469
100STCA21S,"22,602.00",10,10
100STN900S,"20,483.00",30,30
100STP900S,"29,061.00",15,15
100STR840S,"18,210.00",24,20
100STR860S,"13,848.00",34,30
100STR940S,"28,572.00",9,4
100STRA21S,"28,513.00",15,0
100SVE861S,"25,615.00",11,10
100SVE900S,"24,063.00",102,99
100SVH850S,"10,553.00",1,1
100SVN900S,"17,036.00",62,61
100SWA930S,"15,837.00",74,66
100SWH961S,"25,386.00",7,7
105SRY900S,"25,565.00",3,0
106STC900S,"14,266.00",2,0
114SVE861S,"10,836.00",10,10
121AAEH00S,"26,412.00",20,0
121SCC900S,"22,991.00",140,140
121SRY861S,"15,194.00",10,0
121SRY960S,"22,225.00",10,10
121STC900S,"26,191.00",200,105
121STP900S,"13,301.00",20,20
121SVH850S,"17,341.00",10,10
121SVN901S,"13,960.00",40,25
121SWA930S,"19,113.00",25,0
122AAEH00S,"16,648.00",20,0
122SRY960S,"14,967.00",80,0
122STC900S,"17,316.00",195,0
122STP900S,"10,228.00",20,20
122SV8680S,"14,720.00",100,100
122SVE871S,"25,948.00",10,0
122SVH850S,"12,387.00",10,10
122SVN901S,"26,257.00",45,40
122SWA930S,"13,065.00",30,0
150GBG840S,"29,826.00",178,133
150GBG850S,"10,353.00",315,246
150SFN850S,"20,303.00",5,5
150SFN870S,"15,337.00",4,0
150SFN970S,"21,573.00",10,0
150SPH880S,"21,241.00",10,0
150SRC900S,"27,325.00",3,3
150SRC910S,"12,754.00",1,1
150SRC920S,"23,257.00",7,7
150SRY900S,"25,161.00",68,68
150SRY971S,"18,793.00",4,4
150STC920S,"22,427.00","1,896","1,847"
150STCA20S,"22,637.00",431,330
150STN710S,"18,284.00",28,14
150STN900S,"17,041.00",30,24
150STN910S,"19,737.00",34,34
150STP890S,"19,215.00",86,55
150SVE861S,"10,856.00",56,36
150SVE900S,"16,203.00",344,336
150SVE910S,"28,255.00",2,2
150SVN971S,"23,563.00",86,62
150SWA841S,"18,880.00",231,190
150SZJ901S,"27,178.00",4,4
160STP890S,"11,378.00",407,297
160SWP901S,"16,040.00",16,11
161GBJM30S,"12,467.00",2,2
161STR941S,"14,777.00",3,3
170SPH842S,"16,425.00",5,3
170STP890S,"18,098.00",136,52
180STP890S,"29,891.00",316,248
180SWP901S,"17,488.00",15,5
200GBG850S,"28,542.00",604,588
200SCC710S,"20,054.00",166,166
200SFN850S,"29,595.00",30,17
200SFN970S,"21,575.00",9,0
200SRC900S,"12,599.00",22,14
200SRC920S,"28,840.00",35,7
200SRY900S,"16,684.00",15,15
200SRY971S,"29,746.00",6,6
200SST870S,"19,393.00",22,22
200SST930S,"11,178.00",33,33
200SST940S,"23,115.00",13,13
200SST950S,"15,704.00",90,68
200STC900S,"11,161.00",95,86
200STC920S,"18,570.00",845,586
200STCA20S,"27,337.00",107,81
200STN700S,"11,973.00",35,28
200STN900S,"23,191.00",86,82
200STP890S,"19,011.00",116,94
200STRA21S,"15,004.00",60,52
200SVE861S,"22,464.00",136,123
200SVE900S,"22,085.00",524,366
200SVE910S,"26,373.00",41,26
200SVH870S,"26,792.00",10,9
200SVH900S,"17,659.00",4,4
200SVN900S,"14,111.00",87,43
200SVN971S,"18,985.00",63,62
200SVT911S,"14,031.00",10,5
200SWA831S,"16,632.00",1,1
200SWA841S,"29,022.00",97,95
200SWA930S,"29,192.00",45,40
200SWA940S,"22,125.00",37,36
200SWH960S,"29,617.00",3,3
200SWH970S,"18,316.00",13,8
200SZJ901S,"28,285.00",2,2
210198900S,"14,245.00",45,45
210198D00S,"10,117.00",1,1
210SCC870S,"15,561.00",190,185
210SCC900S,"27,135.00",459,441
210SST900S,"29,547.00",18,18
330413000S,"15,520.00","9,380","5,360"
340SCC841S,"21,439.00",96,66
340SCC900S,"19,326.00","3,790","2,800"
340SCS900S,"15,498.00",14,0
340SFN850S,"25,415.00",8,8
340SRC900S,"18,654.00",4,0
340SST950S,"10,702.00",55,55
340STCA21S,"20,436.00",120,117
340STP890S,"27,242.00",151,141
340SWP911S,"17,279.00",10,0
40MA5670HS,"14,645.00",3,3
350198900S,"24,588.00",1,0
350SCC900S,"29,357.00","1,380","1,330"
350SFN850S,"19,198.00",225,120
350SST940S,"16,557.00",32,11
350STC900S,"17,705.00",916,820
350STRA00S,"11,209.00",170,129
50SVE930AS,"13,796.00",36,31
50SVH870AS,"26,340.00",15,10
350SWA930S,"16,107.00",135,77
350SWA940S,"13,809.00",345,225
350SZJ901S,"16,998.00",2,2
357SCC900S,"19,409.00",375,350
357SCT690S,"10,238.00",35,35
357STN700S,"20,557.00",50,50
400SCC870S,"21,694.00",73,73
400SCC900S,"13,840.00",15,15
400SCC940S,"15,522.00",84,84
400SRY970S,"12,801.00",7,6
400SST920S,"11,921.00",13,13
750001000S,"16,545.00",400,390
750SCS920S,"19,327.00",140,115
751SPH900S,"21,012.00",900,390
752SRM840S,"15,640.00",415,235
753035010S,"20,740.00","1,080",820
753GS4760S,"21,134.00",40,40
753SCS920S,"11,641.00",110,80
759STC900S,"29,798.00",615,546
759STN900S,"27,166.00",761,518
759STR900S,"25,456.00",387,354
759STR960S,"17,777.00",59,41
759STRA01S,"18,735.00",168,149
759SVN900S,"28,185.00",471,227
850SCN000S,"21,187.00",477,0
850SR3870S,"23,325.00","39,970","2,645"
35S010S,"14,054.00",940,840
35S020S,"22,199.00",858,633
35S110S,"29,935.00",860,740
35S120S,"18,559.00",446,400
35S200S,"17,667.00",20,20
35S300S,"24,059.00",399,300
35S310S,"24,477.00",426,329
36S000S,"14,243.00",457,395
36S010S,"12,848.00",439,367
36S020S,"14,589.00","6,421","5,823"
36S030S,"13,618.00","3,299","3,139"
080STP890S,"19,282.00",43,5
100AACH00S,"20,764.00",2,2
100AADH00S,"22,647.00",4,0
100AADH63S,"26,738.00",4,0
100AAEH00S,"11,192.00",4,0
100AAFH00S,"27,269.00",4,0
100SCC730S,"28,093.00",59,47
100SCC830S,"13,490.00",128,83
100SCC871S,"19,671.00",28,18
100SCC900S,"16,307.00",18,18
100SFN960S,"20,654.00",8,5
100SRC760S,"11,585.00",20,14
100SRY861S,"24,265.00",7,7
100SRY901S,"23,988.00",1,0
100SRY961S,"12,813.00",20,5
100SRY971S,"24,691.00",13,13
100SRY981S,"22,837.00",3,3
100SST860S,"13,460.00",10,8
100SST951S,"20,439.00",46,18
100SSTA20S,"15,178.00",17,14
100STC901S,"24,702.00",64,25
100STC910S,"17,045.00",29,19
100STCA01S,"23,293.00",133,0
100STCA21S,"12,494.00",95,63
100STN761S,"16,202.00",55,0
100STN901S,"20,365.00",20,13
100STN921S,"19,869.00",5,0
100STN950S,"14,268.00",36,22
100STR851S,"23,120.00",1,0
100STR861S,"29,545.00",53,2
100STR881S,"11,886.00",29,6
100STR901S,"11,400.00",64,0
100STR911S,"15,041.00",45,11
100STR941S,"28,584.00",2,0
100STRA21S,"29,294.00",125,88
100STRA31S,"27,777.00",7,2
100STRA41S,"27,175.00",9,0
100STRA51S,"15,362.00",7,7
100SVE861S,"17,691.00",70,31
100SVE902S,"27,308.00",35,7
100SVE930S,"17,991.00",96,85
100SVH760S,"27,373.00",22,10
100SVH870S,"25,425.00",9,0
100SVH901S,"13,171.00",27,3
100SVN900S,"25,913.00",68,22
100SVN971S,"23,810.00",38,28
100SWA830S,"15,639.00",65,62
100SWA870S,"12,009.00",15,15
100SWA911S,"29,827.00",14,11
100SWA931S,"22,477.00",20,14
100SWA941S,"14,966.00",12,0
100SWH750S,"22,673.00",9,8
100SWH900S,"28,936.00",15,13
100SWH962S,"17,025.00",57,29
100SWHY00S,"15,669.00",6,0
100SZJ901S,"17,009.00",5,3
100SZN901S,"11,088.00",10,7
105SRJ901S,"20,819.00",20,0
105SRY970S,"27,917.00",50,0
109SPH901S,"13,573.00",10,10
0SRC900ZAS,"15,500.00",14,5
0SRC900ZCS,"26,829.00",13,0
0SRC900ZDS,"14,997.00",3,0
0SRC900ZFS,"10,424.00",3,0
0SRC900ZGS,"24,856.00",2,2
110SRY861S,"12,694.00",1,1
110SRY961S,"20,574.00",2,2
110SRY971S,"13,224.00",2,0
110STN901S,"25,248.00",19,19
110SVE901S,"11,076.00",108,95
110SVE930S,"25,816.00",196,171
110SVN901S,"19,148.00",106,0
112SRY861S,"13,837.00",2,0
112SRY901S,"14,160.00",34,25
112SRY971S,"21,791.00",8,6
120STN901S,"15,805.00",1,1
120STN921S,"17,270.00",14,14
120STN950S,"26,726.00",8,8
200198720S,"20,289.00",17,17
200198D00S,"14,720.00",1,1
200AAFH71S,"25,281.00",2,0
200GBG840S,"13,280.00",5,4
200SST900S,"14,928.00",17,16
200SST920S,"29,401.00",5,5
200SST930S,"13,824.00",3,0
200SST941S,"12,380.00",5,0
200SSTA10S,"16,211.00",4,0
200STC900S,"19,235.00",35,9
00STC902AS,"10,702.00",2,2
200STCA01S,"15,569.00",38,3
200STCA21S,"29,592.00",29,22
200STN761S,"18,789.00",5,5
200STN901S,"10,200.00",2,2
200STP890S,"18,690.00",23,0
200STP941S,"28,736.00",7,0
200STP951S,"18,964.00",10,9
200STR841S,"12,491.00",1,1
200STR861S,"28,100.00",38,9
200STR901S,"10,348.00",22,0
200STR941S,"10,434.00",2,0
200SVE900S,"19,760.00",9,9
200SVE930S,"18,137.00",30,6
200SVH870S,"24,576.00",4,0
200SVH901S,"20,934.00",2,2
200SVN901S,"23,930.00",7,6
10198720SS,"10,438.00",2,2
210198D00S,"16,277.00",1,1
210198D10S,"13,589.00",2,1
210AADH00S,"17,314.00",2,0
210AADH63S,"29,624.00",2,0
210AAEH51S,"11,163.00",2,0
210GBG840S,"24,407.00",2,2
210SCC730S,"15,183.00",69,68
10SCC830RS,"21,513.00",39,39
210SCC830S,"29,232.00",100,78
210SCC871S,"19,999.00",6,6
210SCC900S,"18,118.00",8,8
210SRC900S,"16,123.00",4,0
210SST860S,"12,429.00",13,0
210SST900S,"25,699.00",17,3
210SST920S,"23,981.00",12,11
210SST930S,"15,880.00",4,3
210SST941S,"17,002.00",5,3
210SST951S,"22,030.00",17,7
210SSTA10S,"17,885.00",2,1
210SSTA20S,"13,396.00",6,0
210STP890S,"18,036.00",14,2
210STP941S,"17,754.00",4,0
210STP951S,"14,444.00",13,5
210SWA831S,"11,788.00",3,2
210SWA832S,"20,989.00",20,0
210SWA911S,"27,455.00",2,2
210SWA930S,"23,977.00",6,0
210SWH751S,"15,887.00",11,1
210SWH901S,"16,654.00",9,4
210SWH961S,"23,915.00",6,1
210SZN901S,"21,606.00",3,1
211AAFH00S,"16,122.00",10,0
211STC900S,"28,539.00",141,22
211STC901S,"11,383.00",162,103
11STC902AS,"23,595.00",14,2
211STC910S,"15,536.00",81,70
11STC912AS,"11,676.00",2,2
211STCA21S,"23,067.00",142,122
211STP890S,"17,122.00",73,32
211STR841S,"23,712.00",51,0
211STR851S,"17,790.00",9,5
211STR861S,"14,881.00",177,164
211STR881S,"15,031.00",45,26
211STR901S,"14,974.00",286,141
211STR911S,"15,662.00",71,23
211STR941S,"12,214.00",14,3
211STR971S,"26,966.00",2,0
211STRA21S,"19,358.00",198,50
211STRA31S,"16,326.00",18,5
211STRA41S,"14,185.00",20,0
211STRA51S,"11,350.00",7,2
211SVE861S,"26,167.00",59,25
211SVH760S,"22,260.00",19,18
211SVH901S,"13,385.00",12,4
211SWA831S,"18,030.00",31,30
211SWA832S,"23,015.00",10,0
211SWA871S,"25,448.00",6,6
211SZN901S,"15,079.00",4,3
212STC900S,"18,272.00",45,0
212STCA01S,"15,649.00",51,0
212STCA21S,"13,963.00",29,14
212STR861S,"28,747.00",7,0
212STR901S,"14,695.00",33,1
212STR941S,"15,405.00",3,3
212STRA21S,"23,627.00",53,35
212SVE861S,"22,991.00",31,13
212SVH901S,"19,279.00",14,2
212SWA831S,"22,069.00",6,6
212SZN901S,"25,415.00",4,3
213SVN971S,"25,922.00",10,5
213SZN901S,"25,380.00",5,5
214SVN971S,"19,926.00",10,0
215SST940S,"26,331.00",50,0
215SVN971S,"10,684.00",5,5
215MH0008S,"12,982.00",150,135
220STP890S,"19,821.00",4,0
221GBG840S,"11,057.00",33,10
223STN901S,"20,051.00",3,2
30SCC900AS,"22,261.00",306,303
243323000S,"26,114.00",480,450
246198D00S,"19,029.00",2,0
246SST940S,"19,058.00",8,6
250SRC760S,"27,123.00",2,2
250STN901S,"10,261.00",12,12
250SVE900S,"13,228.00",4,4
250SVE930S,"19,038.00",2,0
300AADH00S,"17,940.00",2,0
300AADH63S,"28,141.00",2,0
300AAEH01S,"27,724.00",1,0
300AAFH71S,"26,366.00",1,0
300SCC730S,"10,313.00",19,14
00SCC830RS,"12,950.00",12,7
300SCC830S,"21,621.00",20,20
300SCC871S,"29,214.00",4,4
300SRC900S,"24,396.00",15,0
300SST860S,"20,086.00",6,0
300SST951S,"23,807.00",8,1
300SSTA20S,"13,477.00",9,7
300STC900S,"13,530.00",24,0
00STC902AS,"15,740.00",3,3
300STCA01S,"15,676.00",25,10
300STCA21S,"19,522.00",32,4
300STR861S,"26,489.00",14,14
300STR901S,"26,594.00",13,11
300SVE900S,"23,586.00",7,0
300SVH870S,"20,120.00",3,0
300SVH901S,"12,745.00",3,0
300SVN901S,"22,467.00",5,5
300SVN970S,"12,259.00",28,1
300SWA930S,"15,785.00",2,0
300SWH901S,"22,771.00",2,2
300SWH961S,"14,183.00",3,3
300SZJ901S,"20,854.00",27,20
302SZN901S,"13,594.00",4,4
12STC900AS,"19,468.00",40,10
400SVN971S,"27,113.00",13,1
400SZJ901S,"14,971.00",1,0
500SVN971S,"24,241.00",3,2
610198900S,"19,976.00",3,2
610SCC730S,"10,310.00",21,16
10SCC830RS,"23,373.00",41,41
610SCC830S,"11,307.00",68,67
610SCC900S,"22,306.00",166,150
610SST900S,"27,311.00",1,1
610SST920S,"18,993.00",3,3
610SST941S,"22,765.00",2,2
610SST951S,"16,529.00",14,14
610SWH961S,"22,499.00",20,10
12SCC830RS,"23,598.00",12,12
612SCC900S,"26,617.00",46,38
612SRC900S,"15,551.00",33,0
612SRY901S,"15,873.00",126,7
612SRY971S,"19,743.00",6,0
612SRY981S,"21,823.00",10,0
612SST900S,"25,478.00",2,2
612SST920S,"14,349.00",6,0
